Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K)
204.0,65,100,80,0.0,65.194,8.406,53.574,250,0.9,0.0016018,11.589,29.578,6.4998,297.97
189.0,75,100,80,0.0,85.694,27.222,0.85746,150,0.9,0.0012945,10.999,27.154,6.5146,297.89
35.2,55,100,43,0.0,49.561,78.98,0.0001,0,0.9,0.0021473,12.129,1.6062,6.5152,297.99
150.4,75,100,90,0.0,7.1756,11.065,101.46,0,0.9,38.714,13.83,8.8121,6.5594,298.09
154.8,75,100,105,0.0,46.179,25.762,3.6888,0,0.9,0.00080714,11.803,22.955,6.4762,297.97
107.0,75,100,90,0.0,50.123,4.3653,0.0001,100,1.0,0.0009195,12.712,14.948,6.5028,298.0
193.6,75,100,45,0.0,40.427,65.135,9.1896,150,0.9,0.0011827,12.664,27.0,6.5198,298.01
101.4,75,100,90,0.0,19.071,16.085,0.0001,100,1.0,0.00091441,12.792,12.241,6.4688,298.02
155.8,75,100,90,0.0,59.855,0.0001,0.0010736,0,0.9,0.001003,9.0204,27.06,6.5012,297.95
210.2,65,100,80,0.0,46.768,0.0001,0.0001,250,0.9,0.00094813,13.192,26.194,6.5251,297.86
97.6,75,100,90,0.0,57.109,3.8021,0.0001,100,1.1,0.00082155,13.846,11.664,6.4802,297.99
3.6,30,100,15,0.0,6.2417,2.2954,14.689,0,0.6,1.7913,14.456,0.00099142,6.4789,298.01
200.4,65,100,90,0.0,60.761,62.543,9.6232,250,0.9,0.0023162,12.428,31.42,6.4842,297.95
160.2,75,100,80,0.0,225.0,20.461,4.4406,400,0.9,0.00082285,13.068,27.049,6.3734,297.88
