Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K)
99.0,75,100,90,0.0,71.309,64.503,0.0001,100,1.1,0.00083086,13.29,14.718,6.506,297.95
223.0,65,100,80,0.0,79.369,29.486,7.0825,250,0.9,0.0013371,12.649,24.723,6.5121,297.87
92.4,75,100,90,0.0,85.345,11.243,0.0001,100,1.1,0.00084718,15.032,12.18,6.5181,297.98
94.0,75,100,90,0.0,53.707,122.82,0.0001,100,1.1,0.0010636,14.637,11.772,6.499,298.01
112.0,75,100,90,0.0,53.653,26.812,0.0001,100,1.0,0.00093068,11.922,15.592,6.5039,297.99
123.2,75,100,90,0.0,51.826,4.4204,1.4942,100,1.0,0.00091386,11.717,17.035,6.5074,297.94
185.2,75,100,80,0.0,101.08,4.8415,37.147,150,0.9,0.0020072,11.294,30.281,6.4869,297.94
190.2,75,100,60,0.0,7.4122,55.58,8.4296,150,0.9,26.202,11.49,18.026,6.5332,297.87
46.2,60,100,57,0.0,57.609,295.62,0.21367,0,1.1,0.0021441,12.388,3.6792,6.5103,298.37
127.0,75,100,90,0.0,49.446,0.9387,21.888,100,1.0,0.00080034,11.634,21.397,6.5059,297.98
54.4,60,100,65,0.0,98.836,108.66,0.00096538,500,1.1,0.0020065,13.052,5.1579,6.5025,298.07
94.2,75,100,90,0.0,70.57,28.081,0.0001,100,1.1,0.00096775,13.617,13.73,6.4973,298.0
17.0,42,100,75,0.0,103.03,215.41,0.0001,0,0.7,0.029946,12.071,0.00094921,6.4832,298.21
